,chr1,x1,x2,chr2,y1,y2,color,f1,f2,f3,f4,f5,H3K36me3,H3K9me3,H3K4me1,H3K4me2,H3K4me3,H3K27me3,H4K20me1,#meqtl,KMeans_State_Labels,#meqtl_pos,#meqtl_neg,domain_size,norm_meqtl_by_size,norm_pos_meqtl_by_size,norm_neg_meqtl_by_size
300,13,30325000,30690000,13,30325000,30690000,"255,255,0",1.4546,0.056233000000000005,0.044,0.6129899999999999,0.91667,0.3068737000201555,0.52696813816736,0.12315048218393468,0.14117484744051625,0.1857725638736438,0.6995339246460229,0.0,143,1,49,95,365000,0.11202882979675888,0.03889594484260183,0.08388203536920709
301,13,27545000,27935000,13,27545000,27935000,"255,255,0",1.8634,0.060327,0.055167,0.95069,0.8704799999999999,0.4928802702370051,0.32012118985624616,0.2797364401793992,0.18873587460844,0.5489650476205885,0.16759137201145927,0.5749867437473326,78,0,60,19,390000,0.057189542483660136,0.0445746306673459,0.01570099636397979
302,13,27285000,27495000,13,27285000,27495000,"255,255,0",1.0,0.027485,0.047825,0.51205,0.74925,0.3349363397581702,0.4959047153716191,0.2409359338592219,0.22155375723255824,0.2448529191567458,0.3998549493733179,0.7060773673866332,150,4,126,130,210000,0.2042483660130719,0.17384105960264898,0.19950890116635966
303,13,31815000,31985000,13,31815000,31985000,"255,255,0",1.3021,0.059818,0.036697,0.80277,0.67128,0.0,1.0,0.2881908827081739,0.3248304801097974,1.0,0.5351439585880714,0.0,139,1,97,43,170000,0.23380430603613994,0.1653194390338917,0.08151879536344922
304,13,51680000,51890000,13,51680000,51890000,"255,255,0",1.3455,0.050694,0.04308,0.78458,0.7891199999999999,1.0,0.2981699958708476,0.1841890589164709,0.1869527969762076,0.32256730471366685,0.4161880082718672,0.0,43,4,14,31,210000,0.05855119825708061,0.019315673289183224,0.04757519950890117
305,13,100315000,100540000,13,100315000,100540000,"255,255,0",1.0854,0.034923,0.031628,0.7608699999999999,0.70553,1.0,0.2714001656446654,0.328892189490875,0.4300106413228678,0.7055814617063028,0.0,0.0,75,1,43,35,225000,0.09531590413943357,0.05537159676232524,0.050133005934110915
306,13,41640000,41890000,13,41640000,41890000,"255,255,0",1.5011,0.044245,0.051671,0.8768,0.784,0.466019788333104,0.4218001590741657,0.3911055250432562,0.5454157073168433,0.0,0.0,0.0,12,0,5,7,250000,0.013725490196078431,0.005794701986754967,0.009023941068139965
307,13,51970000,52380000,13,51970000,52380000,"255,255,0",1.8124,0.092685,0.052234,0.7923899999999999,0.96431,0.5772943806892102,1.0,0.5518785660739761,0.2989435147419299,0.469990230865173,0.3351547250539537,0.0,34,0,18,16,410000,0.023712737127371274,0.012720077531901146,0.012576921349323991
308,13,103225000,103515000,13,103225000,103515000,"255,255,0",1.8555,0.063674,0.050904000000000005,0.90606,0.94174,0.0,0.0,0.4318541002438648,0.40567773000440543,0.0,0.0,0.0,413,3,376,149,290000,0.407228983547442,0.3756565425896323,0.16558709595478505
309,13,36540000,36845000,13,36540000,36845000,"255,255,0",1.2276,0.067729,0.058971,0.63548,0.73656,0.0,1.0,0.0,0.3900902832825965,0.3722835681792659,0.0,0.0,349,1,303,83,305000,0.327199185685203,0.287835197047009,0.08770340850768349
310,13,106715000,107195000,13,106715000,107195000,"255,255,0",0.92476,0.084714,0.097778,0.50217,0.75694,0.0,0.0,0.0,0.6006456688263673,1.0,0.0,0.0,118,1,26,103,480000,0.07029547930283224,0.01569398454746137,0.06915669122160835
311,13,102160000,102415000,13,102160000,102415000,"255,255,0",1.5027,0.063216,0.05289,0.84462,0.89385,0.0,0.0,0.0,1.0,0.5557381292624776,0.6076295368907142,0.0,119,1,42,77,255000,0.13344226579520696,0.047721075185040915,0.09731701151915646
312,13,41930000,42230000,13,41930000,42230000,"255,255,0",1.5590000000000002,0.048865,0.040803,0.85,0.86556,0.5773027130456886,0.320670122796615,0.2952131353719918,0.23964050903586084,0.3616041925536683,0.0,0.0,44,0,23,22,300000,0.04193899782135077,0.022213024282560702,0.023634131368938
313,13,20760000,21065000,13,20760000,21065000,"255,255,0",1.5429,0.04117,0.02919,0.92069,0.8719899999999999,0.2805483548772224,0.3806338419017348,0.3148551002877679,0.2140564054285528,0.4638707040978449,0.0,1.0,141,1,105,47,305000,0.13219222115075538,0.099744870263815,0.04966337590194125
314,13,45915000,46075000,13,45915000,46075000,"255,255,0",1.5315,0.032708999999999995,0.039385,0.89005,0.8333,0.27788480264828874,0.4621305966881736,0.6434363075527324,0.4480619205273532,0.4349232883319283,0.0,0.0,69,0,52,17,160000,0.12331495098039215,0.0941639072847682,0.034242633517495395
315,13,110870000,111080000,13,110870000,111080000,"255,255,0",1.2991,0.052097,0.030409,0.90249,0.82993,0.7068821879663394,0.2686027339707536,0.2900108592088674,0.20990324261691545,0.2703017157138618,1.0,1.0,235,4,181,162,210000,0.31998910675381265,0.2497240618101545,0.24861878453038674
316,13,49170000,49350000,13,49170000,49350000,"255,255,0",1.5407,0.039981,0.038321,0.90432,0.83025,0.3699375703023678,1.0,0.6882836312961822,0.3398612439802761,0.6369978674878045,0.0,0.0,183,1,177,113,180000,0.2907135076252723,0.2849061810154525,0.20232248823409044
317,13,95835000,96060000,13,95835000,96060000,"255,255,0",1.6364,0.046684,0.069868,0.92688,0.81621,0.3662340316319511,0.2614058075244786,1.0,1.0,1.0,0.0,0.0,180,0,101,90,225000,0.2287581699346405,0.13005886681383372,0.1289134438305709
318,13,34120000,34300000,13,34120000,34300000,"255,255,0",1.58,0.030722000000000006,0.026989,0.92901,0.78704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24,1,15,9,180000,0.03812636165577343,0.024144591611479027,0.016114180478821363
319,13,76260000,76435000,13,76260000,76435000,"255,255,0",1.4128,0.031221,0.040294,0.7679699999999999,0.8594799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0,60,116,175000,0.21895424836601307,0.09933774834437084,0.2136279926335175
320,13,31195000,31385000,13,31195000,31385000,"255,255,0",1.6038,0.031976,0.039656,0.80332,0.89197,0.0,0.0,1.0,0.6749880748262003,1.0,1.0,0.0,83,4,49,34,190000,0.12491400068799448,0.07472115719762984,0.057671803818939625
321,14,90400000,90720000,14,90400000,90720000,"255,255,0",1.267,0.056531,0.056079,0.78027,0.70117,0.4350806941104469,1.0,0.4609000260501659,0.4776700060395038,1.0,0.3884472333480997,1.0,119,1,104,118,320000,0.10633680555555557,0.0941639072847682,0.11884208103130756
322,14,62355000,62610000,14,62355000,62610000,"255,255,0",1.6237,0.06930800000000001,0.058587,0.86,0.91231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,4,17,9,255000,0.029155453030885563,0.019315673289183224,0.011374715632109195
323,14,61755000,61925000,14,61755000,61925000,"255,255,0",1.8109,0.052705,0.032578,0.92734,0.92042,0.6138768984352444,0.5719163690648348,0.3031219494385502,0.2541047420838384,0.3517391517088211,0.4743537992057059,0.0,35,2,17,19,170000,0.058871587850826614,0.028973509933774837,0.03601993283501246
324,14,100855000,101140000,14,100855000,101140000,"255,255,0",1.3981,0.047885,0.041644,0.8559100000000001,0.80665,0.0,0.0,1.0,1.0,0.0,0.0,0.0,187,1,138,97,285000,0.18762183235867447,0.14029278494248867,0.1096895092242577
325,14,34795000,35010000,14,34795000,35010000,"255,255,0",1.4817,0.043603,0.062098,0.82468,0.92424,0.3043772062356208,0.4526466910197736,0.42940531349358,0.2208266203527416,0.7065742484498312,0.0,0.0,13,1,13,0,215000,0.01728986168110655,0.017518866471584786,0.0
326,14,32740000,32985000,14,32740000,32985000,"255,255,0",1.1676,0.047036,0.05902,0.645,0.765,0.0,0.0,0.0,0.5654497215654014,0.0,0.3773548975532162,0.0,17,1,8,9,245000,0.019841269841269844,0.00946073793755913,0.011838989739542224
327,14,94115000,94375000,14,94115000,94375000,"255,255,0",1.4978,0.044055,0.042291,0.80917,0.90089,0.0,0.4334268901905925,0.32492282395949273,0.3734154144497842,0.3861952722486411,0.3911139362170089,0.0,38,4,32,6,260000,0.04179235796882856,0.03565970453387672,0.00743731406714832
328,14,55010000,55250000,14,55010000,55250000,"255,255,0",1.4178,0.05736,0.043229,0.8663200000000001,0.87326,0.3768632734208998,0.4882933838350064,0.1960936134120346,0.15170988711228664,0.2086661263616124,1.0,1.0,40,1,33,8,240000,0.047657952069716784,0.0398385761589404,0.010742786985880907
329,14,23040000,23390000,14,23040000,23390000,"255,255,0",1.4476,0.052265,0.067298,0.7853100000000001,0.8457100000000001,0.2058375563601704,0.0,0.228001222583827,0.16133195349224572,0.2379936918134835,0.3227654331742041,0.5618498121072028,141,0,104,109,350000,0.11519607843137256,0.08609271523178808,0.1003683241252302
330,14,99970000,100125000,14,99970000,100125000,"255,255,0",1.3813,0.050265,0.032861,0.8875,0.79583,0.1401751537734087,1.0,0.18740243878576202,0.1843844739505229,0.3334780138711387,1.0,1.0,145,1,133,118,155000,0.2674994729074425,0.2486114078188421,0.24535139309689302
331,14,51375000,51715000,14,51375000,51715000,"255,255,0",0.8752200000000001,0.055375,0.053624,0.67042,0.5441199999999999,0.0,1.0,0.3549267531408131,0.3231098833561517,0.6921790327366542,0.3875697051028406,0.0,334,1,193,163,340000,0.28090157631680124,0.16446727697701596,0.1545065540028166
332,14,72975000,73390000,14,72975000,73390000,"255,255,0",1.7751,0.050884,0.064808,0.95064,0.93786,0.13480898173754274,0.5872706060971801,0.1751540428977762,0.14888864625230594,0.21131996342617326,0.5462719634433428,1.0,428,1,293,226,415000,0.294905110638633,0.20455996170110907,0.17550866449222305
333,14,103535000,103785000,14,103535000,103785000,"255,255,0",1.569,0.038701,0.044506,0.9184,0.8832,0.1202902000293563,0.6130474674245758,0.18625539345776887,0.18273723333668854,0.20855064948678012,0.0,0.4768611359914228,371,1,184,263,250000,0.4243464052287582,0.2132450331125828,0.33904235727440146
334,14,50325000,50580000,14,50325000,50580000,"255,255,0",1.9004,0.042989,0.03785,0.95846,0.96462,1.0,0.2280851353771477,0.20900160329415526,0.2241532190192384,0.3287544315973449,0.6791477660664678,0.0,109,0,61,49,255000,0.12222863001409714,0.06930918062589274,0.061929007330372286
335,14,67620000,67825000,14,67620000,67825000,"255,255,0",1.2543,0.033359,0.039246,0.77381,0.8738100000000001,0.13373686216461195,0.0,0.2542974095305949,0.1989209583430534,0.2581876781788661,0.0,1.0,398,2,76,388,205000,0.5551570221584569,0.10741398804716523,0.6099806854422135
336,14,70275000,70510000,14,70275000,70510000,"255,255,0",1.4445,0.057036,0.03573,0.91123,0.84964,0.3932046075776401,0.17450203584681034,1.0,0.3590058938491623,0.5038208007418373,0.7065755156620307,0.0,52,4,33,20,235000,0.06327353636490057,0.040686205438917857,0.02742839230437679
337,14,104030000,104180000,14,104030000,104180000,"255,255,0",1.4286,0.028443,0.023667,0.87111,0.88,0.0,0.5673707082492873,0.0,0.6771661278397076,0.0,0.5740175250139216,0.0,264,3,251,233,150000,0.5032679738562091,0.4848233995584989,0.5006138735420503
338,14,55670000,55880000,14,55670000,55880000,"255,255,0",1.4946,0.032819,0.044326,0.87075,0.8979600000000001,1.0,0.6886527462083278,0.3682270107815048,0.6864309886467785,1.0,1.0,0.0,328,0,322,233,210000,0.4466230936819172,0.4442604856512141,0.3575813382443217
339,14,100430000,100680000,14,100430000,100680000,"255,255,0",1.4712,0.036924,0.033553,0.912,0.8416,0.0,0.0,0.33012162087506464,0.35970667888747554,1.0,0.3956320272759707,1.0,110,1,59,58,250000,0.12581699346405228,0.0683774834437086,0.07476979742173112
340,14,35600000,35890000,14,35600000,35890000,"255,255,0",1.8085,0.037582,0.038681,0.95125,0.96314,1.0,0.690680543063684,0.30095023562323403,0.30349166073118833,0.5418206616896665,0.0,0.0,278,2,173,174,290000,0.2741153932837503,0.17284197305320848,0.19337016574585636
341,14,77595000,77770000,14,77595000,77770000,"255,255,0",1.3662,0.04117,0.023866,0.8660100000000001,0.8398700000000001,0.2794934529858975,0.0,0.3090477271335219,0.2041028164948688,0.2433665149918973,0.0,0.6922128817128499,260,4,174,128,175000,0.4248366013071895,0.2880794701986755,0.2357274401473297
342,14,73955000,74115000,14,73955000,74115000,"255,255,0",1.2101,0.04147,0.043042,0.8789100000000001,0.6523399999999999,0.478682464504473,0.0,0.5445412659101487,0.3950198529887853,0.5551697836708894,0.0,0.0,79,1,41,66,160000,0.14118668300653595,0.07424461920529801,0.13294198895027626
343,14,76160000,76475000,14,76160000,76475000,"255,255,0",1.5667,0.050114,0.04214,0.90222,0.8921399999999999,0.3239833396802709,1.0,0.20145039887222976,0.2417905161655481,1.0,0.29104525080334703,1.0,31,2,22,9,315000,0.028140885984023242,0.020235467255334802,0.009208103130755063
344,14,61495000,61720000,14,61495000,61720000,"255,255,0",1.2867,0.041516,0.052773,0.6581,0.88735,0.18595341754231687,0.7026354803421782,0.15181488776568675,0.14409723100133864,0.1601788161616154,0.0,0.6824572705627553,42,1,33,9,225000,0.053376906318082784,0.042494481236203085,0.012891344383057092
345,14,100170000,100365000,14,100170000,100365000,"255,255,0",1.1906,0.028981,0.046258,0.66997,0.84129,0.13287544012338648,0.0,0.18897081153850392,0.14988622995945575,0.20618402290159046,0.5763078293615568,0.3417807201477873,41,4,35,7,195000,0.06012233953410424,0.05200373577857022,0.011569155215564054
346,14,73755000,73940000,14,73755000,73940000,"255,255,0",1.4645,0.030711,0.034956,0.85088,0.92105,0.2810806890743692,0.0,0.17099119232341492,0.12684146180796615,0.14827170531407233,0.0,0.4733710500022431,113,2,25,91,185000,0.17465995407171878,0.03915339180239843,0.15852869444029666
347,14,50785000,51000000,14,50785000,51000000,"255,255,0",1.4821,0.026916,0.028907,0.8982700000000001,0.95022,0.3526744829196455,0.47440807420972997,0.15448276624570276,0.14851537165358272,0.20466588046607195,0.3706240901753379,0.5661251931513503,48,2,29,21,215000,0.06383948928408573,0.03908054828276605,0.03147886419118592
348,14,65625000,65880000,14,65625000,65880000,"255,255,0",1.4482,0.039507,0.022123,0.93692,0.8569200000000001,0.4795193924786729,0.23489782389268216,0.35360346156132305,0.4776822939835517,0.0,0.706213152857009,0.0,167,0,125,42,255000,0.1872677175445341,0.1420270094792884,0.053082006283176254
349,14,96565000,96740000,14,96565000,96740000,"255,255,0",1.1773,0.025609,0.029917000000000006,0.7156899999999999,0.7941199999999999,0.0,0.0,0.3760494368481007,0.4313832361442365,1.0,0.4342804629949056,0.0,31,4,28,4,175000,0.05065359477124183,0.046357615894039736,0.007366482504604052
350,14,64805000,64990000,14,64805000,64990000,"255,255,0",1.556,0.034841000000000004,0.040214,0.9152,0.89181,0.4892072441291658,0.0,0.2954464397033893,0.2274644490847763,0.3641089954359285,0.3565969629121116,0.0,278,3,223,94,185000,0.4296944002826356,0.3492482548773939,0.1637549151361306
351,14,74555000,74745000,14,74555000,74745000,"255,255,0",1.3816,0.032396,0.032263,0.91967,0.8698100000000001,0.2596658871082029,0.6711100380195519,0.32997052255540826,0.2553523725278032,0.48854487902199395,0.0,0.0,169,2,130,117,190000,0.25434296525627803,0.19823980481003836,0.19845885431811566
352,14,76880000,77135000,14,76880000,77135000,"255,255,0",1.2149,0.030465,0.040865,0.8230799999999999,0.74308,0.421722646021719,0.31851402284927666,0.10121629498514532,0.12626949977399826,0.188082531445446,0.3943242291745634,0.0,33,1,4,31,255000,0.037004998077662436,0.004544864303337229,0.0391795760661539
353,15,90280000,90435000,15,90280000,90435000,"255,255,0",1.4196,0.046451,0.030028,0.7875,0.8791700000000001,0.6984249746459044,0.4885828434055438,0.2025909251053511,0.2002273691718286,0.30698786833021874,0.0,0.0,299,0,275,190,155000,0.5516023613746575,0.5140461439863278,0.39505732786787856
354,15,91595000,91825000,15,91595000,91825000,"255,255,0",1.5719999999999998,0.093708,0.063545,0.82042,0.91871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,4,1,7,230000,0.00994600738846263,0.001259717823207601,0.009808631595804309
355,15,94700000,94870000,15,94700000,94870000,"255,255,0",1.5886,0.051748,0.048378,0.87889,0.81655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,170000,0.0016820453671664744,0.0,0.0018957859386848665
356,15,38730000,38995000,15,38730000,38995000,"255,255,0",1.7811,0.056738,0.064126,0.9302,0.93875,0.0,0.0,0.0,0.0,0.0,0.5692916770189577,0.0,63,0,28,40,265000,0.06798002219755826,0.03061351993002624,0.048646582577573934
357,15,45750000,45925000,15,45750000,45925000,"255,255,0",1.6121,0.042163,0.066873,0.87255,0.91176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1,51,13,175000,0.09967320261437908,0.08443708609271522,0.02394106813996317
358,15,52530000,53045000,15,52530000,53045000,"255,255,0",1.8633,0.05367,0.056498,0.92572,0.97323,0.2615416245176167,0.5126616132245281,0.18428663252857008,0.1523320090875239,0.21231805453920852,0.17078700432827992,1.0,240,0,144,190,515000,0.13325718636969353,0.08101330932938983,0.1189007491641188
359,15,25565000,25695000,15,25565000,25695000,"255,255,0",1.3264,0.037832,0.062087,0.84024,0.84024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,2,86,4,130000,0.19796380090497734,0.19167091186958735,0.009916418756197759
360,15,69315000,69705000,15,69315000,69705000,"255,255,0",1.5245,0.056034,0.059157000000000015,0.8637,0.9005299999999999,0.3161125798791328,0.4336179386164967,0.1967859135028062,0.22303248299904666,0.30923270425435706,0.22142217478018292,1.0,213,4,176,37,390000,0.15617144293614882,0.13075224995754794,0.03057562449827643
361,15,68590000,68840000,15,68590000,68840000,"255,255,0",0.8586600000000001,0.076626,0.024786,0.64,0.5728,0.16058215256493735,1.0,0.15282211074292792,0.17269389859989234,0.4382057183373452,0.2809311904012467,0.2358998373503401,157,4,43,115,250000,0.1795751633986928,0.04983443708609272,0.14825046040515655
362,15,91170000,91475000,15,91170000,91475000,"255,255,0",1.3781,0.03321,0.06296900000000001,0.61398,0.9,0.0,0.0,0.0,1.0,0.0,0.4944624895942529,0.0,191,2,137,95,305000,0.1790688953176899,0.13014330691564432,0.10038341937626423
363,15,99635000,99785000,15,99635000,99785000,"255,255,0",1.5273,0.030068,0.046298,0.89413,0.88492,0.4795907911165145,0.2393881050806872,0.2427082589082512,0.18703635633389729,0.5346570012893038,0.0,1.0,209,2,52,161,150000,0.3984204793028322,0.10044150110375276,0.3459177409453652
364,15,66600000,66800000,15,66600000,66800000,"255,255,0",1.4801,0.050061,0.062141,0.8425,0.9075,0.0,0.6246220826878806,0.2333938905798892,0.3000126819798023,0.6204642429655973,0.3991573712774487,1.0,349,3,142,277,200000,0.4989787581699346,0.20571192052980133,0.4463627992633517
365,15,59985000,60620000,15,59985000,60620000,"255,255,0",1.8504,0.069002,0.061278,0.95709,0.9189,0.1875138654052011,0.34093896354385755,0.11990463643989607,0.11450788003846844,0.15865308449882853,0.15515191172691187,1.0,136,4,99,89,635000,0.06124234470691164,0.04517129895186943,0.04517045866504256
366,15,70395000,70815000,15,70395000,70815000,"255,255,0",1.109,0.022737,0.05680900000000001,0.61054,0.8531700000000001,0.0,0.3615175179374585,0.13964096423391031,0.1841656527816598,0.3868185415952189,0.2354106525730489,0.0,60,4,14,47,420000,0.04084967320261438,0.009657836644591612,0.03606507059545733
367,15,66205000,66580000,15,66205000,66580000,"255,255,0",1.4383,0.052187,0.039698,0.8940299999999999,0.8940299999999999,0.13270448664268336,0.4858649729425633,0.1260035164833323,0.11440393304620546,0.17395429887863118,0.3281248583149497,0.571300801588917,41,4,38,3,375000,0.031263616557734214,0.029359823399558494,0.002578268876611418
368,15,38280000,38685000,15,38280000,38685000,"255,255,0",1.7373,0.063266,0.061762,0.95488,0.89085,0.1956472447435985,1.0,0.15733215294065964,0.13554740707859905,0.17120654536208385,0.4995529876400032,0.0,16,1,14,2,405000,0.011296699749858792,0.010015534298095005,0.0015915239979082828
369,15,72110000,72465000,15,72110000,72465000,"255,255,0",1.5753,0.062686,0.04621,0.8896799999999999,0.91984,0.11435774514360846,1.0,0.18740532120607248,0.14931623031691052,0.19076195854918965,0.4921083427032179,0.23758093884738626,271,0,113,158,355000,0.21828684525453373,0.0922255386624382,0.14343890229035355
370,15,89880000,90120000,15,89880000,90120000,"255,255,0",1.3389,0.034547,0.034715,0.8559,0.77604,0.17188717913038118,0.4674586160486674,0.15639986463980282,0.13117251940501792,0.18741241864464656,0.6918478660330326,0.0,45,4,33,15,240000,0.053615196078431376,0.0398385761589404,0.020142725598526704
371,15,68850000,68965000,15,68850000,68965000,"255,255,0",1.0688,0.019711000000000003,0.020872,0.81061,0.75,0.0,0.0,0.0,1.0,0.0,0.7052305658728858,0.0,31,4,11,21,115000,0.07708155726058538,0.027713792110567237,0.05885178957482585
372,15,89590000,89725000,15,89590000,89725000,"255,255,0",1.426,0.030307,0.032527999999999994,0.86264,0.85165,0.16364738083686164,1.0,0.0,0.5746332199721591,0.6880431840844227,0.6651528573779812,0.0,57,2,11,46,135000,0.12073347857661584,0.02360804513122394,0.1098151558556715
373,15,66865000,67160000,15,66865000,67160000,"255,255,0",1.6471,0.064941,0.054139,0.9092,0.93218,0.1900947648452671,0.3731026514528414,0.10231383681879597,0.11183899812168896,0.19544534190378374,0.0,0.31021967636167797,385,1,311,293,295000,0.3731859975628669,0.3054495454035245,0.32009863595218024
374,15,68140000,68495000,15,68140000,68495000,"255,255,0",1.8827,0.035241,0.066222,0.97381,0.95159,0.14562271553563094,1.0,0.2302593378480988,0.2079972581451036,0.3177095719902239,0.2561145194469551,1.0,228,0,175,170,355000,0.1836509251587959,0.1428271616453689,0.15433299613519053
375,15,65010000,65285000,15,65010000,65285000,"255,255,0",1.1475,0.053722000000000006,0.034707,0.79233,0.70767,0.2424204037009492,1.0,0.3188598504045889,0.24607973511194514,0.3220028915891073,1.0,0.7067361861924893,340,0,224,311,275000,0.35353535353535354,0.23600240818783866,0.3644734639209777
376,15,57625000,57835000,15,57625000,57835000,"255,255,0",1.5812,0.043893,0.044241,0.92971,0.8934200000000001,1.0,0.0,1.0,0.3709354852701489,0.6464746324951476,0.395942676820302,0.0,112,4,41,72,210000,0.1525054466230937,0.0565673289183223,0.11049723756906077
377,15,64460000,64675000,15,64460000,64675000,"255,255,0",1.4174,0.078217,0.042802,0.92857,0.81818,0.2784244337565381,0.34238262806029324,0.12805517702945451,0.15241130212109508,0.2654268343590932,0.0,0.0,253,2,98,160,215000,0.3364873081015352,0.1320653010934853,0.2398389652661784
378,15,65925000,66165000,15,65925000,66165000,"255,255,0",1.509,0.030160000000000006,0.049439,0.91146,0.91146,0.0,0.0,0.6683962928764685,0.6844849956148368,1.0,0.4384474860680658,1.0,103,3,102,12,240000,0.1227192265795207,0.12313741721854304,0.016114180478821363
379,15,74920000,75055000,15,74920000,75055000,"255,255,0",1.3875,0.034416,0.028639,0.8736299999999999,0.80769,0.24933125850402324,0.0,0.15574244013826502,0.158575739736273,0.1937432368719297,0.5267337678671057,0.0,45,0,10,45,135000,0.09531590413943357,0.02146185921020358,0.10742786985880907
380,15,78595000,78720000,15,78595000,78720000,"255,255,0",1.3136,0.031245,0.027763,0.85256,0.85256,0.0,0.660830623399297,0.4661678675292776,0.5234812743733271,0.0,0.5568043912614264,0.0,60,1,31,37,125000,0.13725490196078433,0.07185430463576159,0.09539594843462246
381,15,39420000,39880000,15,39420000,39880000,"255,255,0",1.1212,0.05407000000000002,0.069998,0.59972,0.7972600000000001,0.0,1.0,0.21010038233458786,0.23631128826621906,0.5871977750433177,0.3587977413736441,0.0,53,1,27,28,460000,0.03294614947428247,0.017006190613302618,0.019617263191608617
382,15,62665000,63035000,15,62665000,63035000,"255,255,0",0.8554700000000001,0.039612,0.035034,0.65741,0.56392,0.0,0.0,1.0,0.0,0.0,0.28191307424999384,0.0,147,1,80,69,370000,0.11360625331213567,0.06264542688383748,0.06010153800209049
383,15,42995000,43235000,15,42995000,43235000,"255,255,0",1.4954,0.038991000000000005,0.039622,0.90451,0.8524299999999999,0.2573555755349798,0.7050514541126345,0.42593236446488014,0.2843476250337336,0.4661953240944465,1.0,0.0,93,0,35,58,240000,0.1108047385620915,0.042253035320088304,0.07788520564763657
384,15,42265000,42440000,15,42265000,42440000,"255,255,0",1.3308,0.033136,0.028425,0.84641,0.80719,0.4320635862454109,0.0,1.0,0.4240012728949761,0.3949783210504689,0.0,0.0,203,1,126,82,175000,0.33169934640522875,0.2086092715231788,0.15101289134438306
385,15,81085000,81250000,15,81085000,81250000,"255,255,0",0.98414,0.018261000000000003,0.033760000000000005,0.6066199999999999,0.7904399999999999,0.0,1.0,0.6277775049966962,0.5292747409560692,0.0,0.3725917546935126,1.0,56,4,27,29,165000,0.09704892057833234,0.047411198073449734,0.05664378592555387
386,15,71740000,72025000,15,71740000,72025000,"255,255,0",1.2534,0.0373,0.056824,0.77709,0.84852,0.0,0.3145995696680343,0.24244331690402435,0.32025983148144005,0.41263854525047744,1.0,0.0,100,4,43,79,285000,0.10033253067308796,0.04371441849657255,0.0893347549352202
387,15,90440000,90640000,15,90440000,90640000,"255,255,0",1.2644,0.028528,0.034586,0.6625,0.8575,0.1429569488520835,0.6923885602571893,0.1775517401638431,0.1866277112764421,0.275871605851158,0.0,0.0,105,0,94,25,200000,0.15012254901960784,0.1361754966887417,0.040285451197053415
388,15,90855000,91040000,15,90855000,91040000,"255,255,0",1.3539,0.032426,0.022115,0.90936,0.74561,0.0911219753903718,0.0,0.15678626715835575,0.14520233747461694,0.19043338351010364,0.0,1.0,541,0,513,84,185000,0.8362038509097333,0.8034275997852156,0.14633417948335076
389,15,63065000,63335000,15,63065000,63335000,"255,255,0",0.8947,0.026112,0.057739,0.66667,0.57339,0.4921468388739999,0.4149601510665081,0.16700621987883074,0.13245989153866852,0.1794225484268996,0.0,0.0,288,4,140,223,270000,0.3050108932461874,0.15023301447142506,0.2661823886501603
390,15,55935000,56140000,15,55935000,56140000,"255,255,0",1.1499,0.036243,0.044877,0.78333,0.73095,0.38700569488716335,0.2669127610199349,0.7051815608931451,0.43450745532447055,1.0,1.0,0.0,209,1,67,146,205000,0.2915271799776821,0.0946939105152641,0.22952881462516286
391,15,78405000,78545000,15,78405000,78545000,"255,255,0",1.3448,0.032408,0.044041,0.8520399999999999,0.8520399999999999,0.2661106768747661,0.0,0.4225901931171771,0.2536111556688969,0.3404727566244101,0.0,1.0,192,1,128,98,140000,0.392156862745098,0.26490066225165565,0.2255985267034991
392,15,59245000,59430000,15,59245000,59430000,"255,255,0",1.39,0.03511,0.028439,0.89181,0.8567299999999999,0.3839750070612935,0.4610855415086797,0.09610788197791434,0.12031861512687515,0.11245410295820968,0.0,0.5345677004068059,50,3,31,21,185000,0.07728316551845964,0.04855020583497405,0.03658354487083769
393,15,34335000,34515000,15,34335000,34515000,"255,255,0",1.3021,0.058036,0.040262,0.8796299999999999,0.8240700000000001,0.0,1.0,0.3018937457074976,0.2038159274829233,0.28301787993470834,0.5482036489966904,0.0,139,0,84,86,180000,0.22081517792302105,0.13520971302428256,0.15397994679762636
394,15,40330000,40480000,15,40330000,40480000,"255,255,0",1.34,0.045982,0.047791,0.8977799999999999,0.64,0.19599311964832405,0.0,0.17795192047792555,0.1804473595523614,0.2446144538997725,0.2653619478208875,0.6870652458674313,204,0,177,161,150000,0.38888888888888895,0.34188741721854304,0.3459177409453652
395,15,79330000,79525000,15,79330000,79525000,"255,255,0",1.1861,0.02093,0.039933,0.80208,0.79792,0.0,0.0,0.6980467067674452,0.7010776836196817,0.0,0.3201487696825227,1.0,216,4,127,143,195000,0.31674208144796384,0.18869926982509766,0.23634131368938
396,15,64715000,64965000,15,64715000,64965000,"255,255,0",1.4174,0.037081,0.033729,0.8384,0.9472,0.14127467347101252,0.6671722247461636,0.15324108516878465,0.1502914489523992,0.20360968001726806,0.4900433232084147,1.0,200,2,148,193,250000,0.2287581699346405,0.171523178807947,0.24880294659300184
